model,question_id,scenario,benchmark,score
openai/gpt-4o-2024-05-13,6742b72d714118dd43c25d12,hle,validate_csv,0
gemini-3.1-flash-lite-preview,6742b72d714118dd43c25d12,hle,validate_csv,1
gemini-2.5-pro-nothinking,6742b72d714118dd43c25d12,hle,validate_csv,0
qwen3-235b-a22b,67414401f5fbbfac5c273a0d,hle,validate_csv,0
qwen3-32b,6742b72d714118dd43c25d12,hle,validate_csv,0
qwen3.5-plus,6742b72d714118dd43c25d12,hle,validate_csv,1
qwen3-14b,6742b72d714118dd43c25d12,hle,validate_csv,0
openai/gpt-4o-2024-05-13,673ff6e9766a23f49ade65df,hle,validate_csv,0
qwen3.5-plus,6740f12881d5bb0710804155,hle,validate_csv,1
gemini-2.5-flash,6742b72d714118dd43c25d12,hle,validate_csv,0
qwen3-4b,6742b72d714118dd43c25d12,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6742b72d714118dd43c25d12,hle,validate_csv,0
openai/o3-mini-2025-01-31,6742b72d714118dd43c25d12,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,6742b72d714118dd43c25d12,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
qwen3-30b-a3b,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
gemini-2.5-pro-nothinking,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
qwen3-8b,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
qwen3-4b,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
gpt-4.1,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
qwen3.5-plus,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
qwen3-4b,674362ab6b7aa212dfb90595,hle,validate_csv,0
openai/o3-mini-2025-01-31,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
qwen3-30b-a3b,674362ab6b7aa212dfb90595,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
gemini-2.5-pro-nothinking,6740f12881d5bb0710804155,hle,validate_csv,0
openai/gpt-4o-2024-08-06,674362ab6b7aa212dfb90595,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,674362ab6b7aa212dfb90595,hle,validate_csv,0
gpt-5.2,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,674362ab6b7aa212dfb90595,hle,validate_csv,0
qwen3-32b,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
gemini-2.5-flash,674362ab6b7aa212dfb90595,hle,validate_csv,0
gemini-2.5-flash,67440064abafa90f5b9d4da9,hle,validate_csv,0
qwen3-14b,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,6742b72d714118dd43c25d12,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67440064abafa90f5b9d4da9,hle,validate_csv,0
qwen3-32b,674362ab6b7aa212dfb90595,hle,validate_csv,0
qwen3-4b,67440064abafa90f5b9d4da9,hle,validate_csv,0
openai/o3-mini-2025-01-31,6740f12881d5bb0710804155,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67440064abafa90f5b9d4da9,hle,validate_csv,0
qwen3-14b,67440064abafa90f5b9d4da9,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67440064abafa90f5b9d4da9,hle,validate_csv,0
gpt-4.1,674362ab6b7aa212dfb90595,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,674362ab6b7aa212dfb90595,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67455cd07df215d3effe4f4e,hle,validate_csv,0
gemini-2.5-pro-nothinking,67440064abafa90f5b9d4da9,hle,validate_csv,0
gpt-4.1,67440064abafa90f5b9d4da9,hle,validate_csv,0
openai/o3-mini-2025-01-31,674362ab6b7aa212dfb90595,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,674362ab6b7aa212dfb90595,hle,validate_csv,1
openai/gpt-4o-2024-05-13,67440064abafa90f5b9d4da9,hle,validate_csv,0
qwen3-30b-a3b,67440064abafa90f5b9d4da9,hle,validate_csv,0
qwen3-32b,67440064abafa90f5b9d4da9,hle,validate_csv,0
qwen3-max,67440064abafa90f5b9d4da9,hle,validate_csv,0
gpt-5.2,67455cd07df215d3effe4f4e,hle,validate_csv,0
gpt-5.2,67440064abafa90f5b9d4da9,hle,validate_csv,0
qwen3-4b,67455cd07df215d3effe4f4e,hle,validate_csv,0
qwen3-14b,67455cd07df215d3effe4f4e,hle,validate_csv,0
qwen3-30b-a3b,67455cd07df215d3effe4f4e,hle,validate_csv,0
qwen3-32b,67455cd07df215d3effe4f4e,hle,validate_csv,0
gemini-2.5-flash,67455cd07df215d3effe4f4e,hle,validate_csv,0
qwen3.5-plus,67440064abafa90f5b9d4da9,hle,validate_csv,0
openai/o3-mini-2025-01-31,67440064abafa90f5b9d4da9,hle,validate_csv,0
qwen3-8b,67440064abafa90f5b9d4da9,hle,validate_csv,0
qwen3-8b,67455cd07df215d3effe4f4e,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67440064abafa90f5b9d4da9,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67455cd07df215d3effe4f4e,hle,validate_csv,0
qwen3-14b,674362ab6b7aa212dfb90595,hle,validate_csv,0
gpt-4.1,67455cd07df215d3effe4f4e,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67440064abafa90f5b9d4da9,hle,validate_csv,0
openai/o3-mini-2025-01-31,67455cd07df215d3effe4f4e,hle,validate_csv,0
qwen3.5-plus,674362ab6b7aa212dfb90595,hle,validate_csv,1
openai/gpt-4o-2024-05-13,674362ab6b7aa212dfb90595,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67455cd07df215d3effe4f4e,hle,validate_csv,0
qwen3-14b,67455f379dbdcf3802abd8f6,hle,validate_csv,0
qwen3-8b,67455f379dbdcf3802abd8f6,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67455cd07df215d3effe4f4e,hle,validate_csv,0
gpt-5.2,67455f379dbdcf3802abd8f6,hle,validate_csv,0
qwen3-max,67483a7928f6e886b0c6be8b,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67455f379dbdcf3802abd8f6,hle,validate_csv,0
qwen3-30b-a3b,67455f379dbdcf3802abd8f6,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67455cd07df215d3effe4f4e,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,67440064abafa90f5b9d4da9,hle,validate_csv,0
qwen3-14b,67483a7928f6e886b0c6be8b,hle,validate_csv,0
qwen3-30b-a3b,67483a7928f6e886b0c6be8b,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,67455cd07df215d3effe4f4e,hle,validate_csv,0
qwen3-8b,674362ab6b7aa212dfb90595,hle,validate_csv,0
qwen3-4b,67455f379dbdcf3802abd8f6,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67483a7928f6e886b0c6be8b,hle,validate_csv,0
gemini-2.5-pro-nothinking,67455f379dbdcf3802abd8f6,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67483a7928f6e886b0c6be8b,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67483a7928f6e886b0c6be8b,hle,validate_csv,0
gpt-5.2,67483a7928f6e886b0c6be8b,hle,validate_csv,0
qwen3-32b,67455f379dbdcf3802abd8f6,hle,validate_csv,0
gpt-5,67483a7928f6e886b0c6be8b,hle,validate_csv,1
qwen/qwen2.5-7b-instruct-turbo,67455f379dbdcf3802abd8f6,hle,validate_csv,0
gemini-2.5-pro-nothinking,67483a7928f6e886b0c6be8b,hle,validate_csv,0
gpt-4.1,67483a7928f6e886b0c6be8b,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67483a7928f6e886b0c6be8b,hle,validate_csv,1
qwen/qwen2.5-72b-instruct-turbo,67455f379dbdcf3802abd8f6,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67483a7928f6e886b0c6be8b,hle,validate_csv,0
qwen3-32b,67483a7928f6e886b0c6be8b,hle,validate_csv,0
gemini-2.5-flash,67455f379dbdcf3802abd8f6,hle,validate_csv,0
qwen3-4b,67483a7928f6e886b0c6be8b,hle,validate_csv,0
qwen3-8b,67483a7928f6e886b0c6be8b,hle,validate_csv,0
openai/gpt-4o-2024-08-06,674f07ffffb28de6c182c458,hle,validate_csv,0
qwen3-max,674f07ffffb28de6c182c458,hle,validate_csv,0
gemini-2.5-pro-nothinking,67455cd07df215d3effe4f4e,hle,validate_csv,0
qwen3.5-plus,67455cd07df215d3effe4f4e,hle,validate_csv,0
qwen3.5-plus,67483a7928f6e886b0c6be8b,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,67483a7928f6e886b0c6be8b,hle,validate_csv,0
openai/o3-mini-2025-01-31,67483a7928f6e886b0c6be8b,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67455f379dbdcf3802abd8f6,hle,validate_csv,0
qwen3-14b,674f07ffffb28de6c182c458,hle,validate_csv,1
gemini-2.5-pro-nothinking,674f07ffffb28de6c182c458,hle,validate_csv,1
qwen/qwen2.5-7b-instruct-turbo,674f07ffffb28de6c182c458,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67455f379dbdcf3802abd8f6,hle,validate_csv,0
qwen3-4b,674f07ffffb28de6c182c458,hle,validate_csv,0
qwen3.5-plus,67455f379dbdcf3802abd8f6,hle,validate_csv,0
gpt-4.1,674f07ffffb28de6c182c458,hle,validate_csv,0
gemini-3.1-flash-lite-preview,674362ab6b7aa212dfb90595,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,674f07ffffb28de6c182c458,hle,validate_csv,0
openai/gpt-4o-2024-05-13,674f07ffffb28de6c182c458,hle,validate_csv,0
qwen3-8b,674f07ffffb28de6c182c458,hle,validate_csv,0
qwen3-30b-a3b,674f07ffffb28de6c182c458,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67455cd07df215d3effe4f4e,hle,validate_csv,0
gemini-2.5-flash,67483a7928f6e886b0c6be8b,hle,validate_csv,0
gpt-5,674f07ffffb28de6c182c458,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,67455f379dbdcf3802abd8f6,hle,validate_csv,0
gpt-5.2,674f07ffffb28de6c182c458,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,674f07ffffb28de6c182c458,hle,validate_csv,1
qwen3-235b-a22b,674f07ffffb28de6c182c458,hle,validate_csv,1
gemini-3.1-flash-lite-preview,674f07ffffb28de6c182c458,hle,validate_csv,0
openai/o3-mini-2025-01-31,674f07ffffb28de6c182c458,hle,validate_csv,1
qwen3-max,67455cd07df215d3effe4f4e,hle,validate_csv,0
qwen3.5-plus,674f07ffffb28de6c182c458,hle,validate_csv,0
qwen3-32b,674f07ffffb28de6c182c458,hle,validate_csv,0
gemini-2.5-flash,674f07ffffb28de6c182c458,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67483a7928f6e886b0c6be8b,hle,validate_csv,0
qwen3-14b,675642a2829a199495a2fa4e,hle,validate_csv,0
openai/gpt-4o-2024-08-06,675642a2829a199495a2fa4e,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,674f07ffffb28de6c182c458,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,675642a2829a199495a2fa4e,hle,validate_csv,1
openai/gpt-4o-2024-05-13,675642a2829a199495a2fa4e,hle,validate_csv,0
qwen3-30b-a3b,675642a2829a199495a2fa4e,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,675642a2829a199495a2fa4e,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,675642a2829a199495a2fa4e,hle,validate_csv,0
gpt-5.2,675642a2829a199495a2fa4e,hle,validate_csv,0
qwen3-32b,675642a2829a199495a2fa4e,hle,validate_csv,0
gemini-2.5-pro-nothinking,674362ab6b7aa212dfb90595,hle,validate_csv,0
qwen3-4b,675642a2829a199495a2fa4e,hle,validate_csv,0
openai/o3-mini-2025-01-31,67455f379dbdcf3802abd8f6,hle,validate_csv,0
qwen3-30b-a3b,675b351deb7996cd4dfe804c,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,675642a2829a199495a2fa4e,hle,validate_csv,0
gpt-4.1,675b351deb7996cd4dfe804c,hle,validate_csv,0
qwen3-max,67455f379dbdcf3802abd8f6,hle,validate_csv,0
openai/gpt-4o-2024-08-06,675b351deb7996cd4dfe804c,hle,validate_csv,0
qwen3-8b,675642a2829a199495a2fa4e,hle,validate_csv,0
gemini-2.5-flash,675642a2829a199495a2fa4e,hle,validate_csv,0
qwen3-4b,675b351deb7996cd4dfe804c,hle,validate_csv,0
openai/gpt-4o-2024-05-13,675b351deb7996cd4dfe804c,hle,validate_csv,0
qwen3-14b,675b351deb7996cd4dfe804c,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,675b351deb7996cd4dfe804c,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67455f379dbdcf3802abd8f6,hle,validate_csv,0
qwen3-4b,6759a235c0c22e78a0758d86,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,675b351deb7996cd4dfe804c,hle,validate_csv,0
gemini-2.5-pro-nothinking,675b351deb7996cd4dfe804c,hle,validate_csv,1
qwen3.5-plus,675642a2829a199495a2fa4e,hle,validate_csv,1
gpt-5.2,675b351deb7996cd4dfe804c,hle,validate_csv,0
qwen3-8b,675b351deb7996cd4dfe804c,hle,validate_csv,0
gemini-2.5-flash,6759a235c0c22e78a0758d86,hle,validate_csv,0
qwen3-32b,675b351deb7996cd4dfe804c,hle,validate_csv,0
gemini-3.1-flash-lite-preview,675b351deb7996cd4dfe804c,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,675b351deb7996cd4dfe804c,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6759a235c0c22e78a0758d86,hle,validate_csv,0
openai/gpt-4o-2024-05-13,6759a235c0c22e78a0758d86,hle,validate_csv,0
qwen3.5-plus,6759a235c0c22e78a0758d86,hle,validate_csv,0
qwen3-max,675b351deb7996cd4dfe804c,hle,validate_csv,0
gpt-5.2,675b894146d55c2ffdebd8f5,hle,validate_csv,0
qwen3-235b-a22b,675b351deb7996cd4dfe804c,hle,validate_csv,0
gemini-2.5-flash,675b351deb7996cd4dfe804c,hle,validate_csv,0
qwen3.5-plus,675b351deb7996cd4dfe804c,hle,validate_csv,0
qwen3-30b-a3b,6759a235c0c22e78a0758d86,hle,validate_csv,0
qwen3-4b,675b894146d55c2ffdebd8f5,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,675b351deb7996cd4dfe804c,hle,validate_csv,0
qwen3-max,6759a235c0c22e78a0758d86,hle,validate_csv,0
openai/gpt-4o-2024-05-13,675b894146d55c2ffdebd8f5,hle,validate_csv,0
gemini-2.5-pro-nothinking,6759a235c0c22e78a0758d86,hle,validate_csv,0
qwen3-14b,6759a235c0c22e78a0758d86,hle,validate_csv,0
gemini-3.1-flash-lite-preview,675b894146d55c2ffdebd8f5,hle,validate_csv,0
openai/o3-mini-2025-01-31,675642a2829a199495a2fa4e,hle,validate_csv,0
openai/gpt-4o-2024-08-06,675b894146d55c2ffdebd8f5,hle,validate_csv,0
gemini-3.1-flash-lite-preview,6759a235c0c22e78a0758d86,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,6759a235c0c22e78a0758d86,hle,validate_csv,0
openai/o3-mini-2025-01-31,675b894146d55c2ffdebd8f5,hle,validate_csv,0
qwen3-8b,675b894146d55c2ffdebd8f5,hle,validate_csv,0
qwen3-32b,6759a235c0c22e78a0758d86,hle,validate_csv,0
openai/o3-mini-2025-01-31,6759a235c0c22e78a0758d86,hle,validate_csv,0
qwen3-14b,675b894146d55c2ffdebd8f5,hle,validate_csv,0
gpt-4.1,675b894146d55c2ffdebd8f5,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,675b894146d55c2ffdebd8f5,hle,validate_csv,0
qwen3-max,675642a2829a199495a2fa4e,hle,validate_csv,0
gpt-4.1,675642a2829a199495a2fa4e,hle,validate_csv,0
qwen3-32b,675b894146d55c2ffdebd8f5,hle,validate_csv,0
gemini-2.5-flash,675b894146d55c2ffdebd8f5,hle,validate_csv,0
openai/o3-mini-2025-01-31,675b351deb7996cd4dfe804c,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,675b894146d55c2ffdebd8f5,hle,validate_csv,0
gemini-3.1-flash-lite-preview,675642a2829a199495a2fa4e,hle,validate_csv,0
gpt-5.2,6759a235c0c22e78a0758d86,hle,validate_csv,0
qwen3-8b,6759a235c0c22e78a0758d86,hle,validate_csv,0
gpt-4.1,67455f379dbdcf3802abd8f6,hle,validate_csv,0
openai/gpt-4o-2024-08-06,6759a235c0c22e78a0758d86,hle,validate_csv,0
qwen3-30b-a3b,675b894146d55c2ffdebd8f5,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,675b894146d55c2ffdebd8f5,hle,validate_csv,0
qwen3-235b-a22b,6759a235c0c22e78a0758d86,hle,validate_csv,0
gpt-4.1,6759a235c0c22e78a0758d86,hle,validate_csv,0
gpt-4.1,675bbe800b4a17d6e810b318,hle,validate_csv,0
gemini-2.5-pro-nothinking,675bbe800b4a17d6e810b318,hle,validate_csv,0
gpt-5,6759a235c0c22e78a0758d86,hle,validate_csv,0
qwen3.5-plus,675b894146d55c2ffdebd8f5,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,6759a235c0c22e78a0758d86,hle,validate_csv,0
openai/o3-mini-2025-01-31,675bbe800b4a17d6e810b318,hle,validate_csv,0
qwen3-32b,675bbe800b4a17d6e810b318,hle,validate_csv,0
gemini-3.1-flash-lite-preview,675bbe800b4a17d6e810b318,hle,validate_csv,0
qwen3-8b,675bbe800b4a17d6e810b318,hle,validate_csv,0
qwen3-30b-a3b,675bbe800b4a17d6e810b318,hle,validate_csv,0
gpt-5.2,675bbe800b4a17d6e810b318,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,675bbe800b4a17d6e810b318,hle,validate_csv,0
openai/gpt-4o-2024-05-13,675bbe800b4a17d6e810b318,hle,validate_csv,0
gemini-2.5-pro-nothinking,675b894146d55c2ffdebd8f5,hle,validate_csv,0
qwen3-14b,675bbe800b4a17d6e810b318,hle,validate_csv,0
gemini-3.1-flash-lite-preview,675d7b901ded33d59eb2c94f,hle,validate_csv,0
openai/gpt-4o-2024-08-06,675bbe800b4a17d6e810b318,hle,validate_csv,0
gpt-5.2,675d7b901ded33d59eb2c94f,hle,validate_csv,0
qwen3-30b-a3b,675d7b901ded33d59eb2c94f,hle,validate_csv,0
qwen3-32b,675d7b901ded33d59eb2c94f,hle,validate_csv,0
openai/gpt-4o-2024-05-13,675d7b901ded33d59eb2c94f,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,6759a235c0c22e78a0758d86,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,675d7b901ded33d59eb2c94f,hle,validate_csv,0
gemini-2.5-flash,675bbe800b4a17d6e810b318,hle,validate_csv,0
qwen3-30b-a3b,675ef5df23d39f499ea5e87a,hle,validate_csv,0
gpt-5.2,675ef5df23d39f499ea5e87a,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,675d7b901ded33d59eb2c94f,hle,validate_csv,0
gemini-2.5-flash,675d7b901ded33d59eb2c94f,hle,validate_csv,0
openai/gpt-4o-2024-08-06,675d7b901ded33d59eb2c94f,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,675bbe800b4a17d6e810b318,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,675b894146d55c2ffdebd8f5,hle,validate_csv,0
openai/gpt-4o-2024-08-06,675ef5df23d39f499ea5e87a,hle,validate_csv,0
qwen3-8b,675d7b901ded33d59eb2c94f,hle,validate_csv,0
gpt-4.1,675d7b901ded33d59eb2c94f,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,675d7b901ded33d59eb2c94f,hle,validate_csv,0
gpt-4.1,675ef5df23d39f499ea5e87a,hle,validate_csv,0
qwen3-32b,675ef5df23d39f499ea5e87a,hle,validate_csv,0
qwen3-max,675b894146d55c2ffdebd8f5,hle,validate_csv,0
gemini-3.1-flash-lite-preview,675ef5df23d39f499ea5e87a,hle,validate_csv,0
qwen3-max,675bbe800b4a17d6e810b318,hle,validate_csv,0
qwen3.5-plus,675d7b901ded33d59eb2c94f,hle,validate_csv,0
qwen3-4b,675d7b901ded33d59eb2c94f,hle,validate_csv,0
qwen3.5-plus,675ef5df23d39f499ea5e87a,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,675ef5df23d39f499ea5e87a,hle,validate_csv,0
qwen3-8b,675ef5df23d39f499ea5e87a,hle,validate_csv,0
gemini-2.5-pro-nothinking,675d7b901ded33d59eb2c94f,hle,validate_csv,0
gemini-2.5-pro-nothinking,675ef5df23d39f499ea5e87a,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,675ef5df23d39f499ea5e87a,hle,validate_csv,0
openai/o3-mini-2025-01-31,675d7b901ded33d59eb2c94f,hle,validate_csv,0
gpt-5.2,6761a307c12ca815b1c97374,hle,validate_csv,0
qwen3-30b-a3b,6761a307c12ca815b1c97374,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,675d7b901ded33d59eb2c94f,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,675ef5df23d39f499ea5e87a,hle,validate_csv,0
qwen3-14b,6761a307c12ca815b1c97374,hle,validate_csv,0
openai/o3-mini-2025-01-31,675ef5df23d39f499ea5e87a,hle,validate_csv,0
qwen3-max,675ef5df23d39f499ea5e87a,hle,validate_csv,0
gemini-3.1-flash-lite-preview,6761a307c12ca815b1c97374,hle,validate_csv,0
qwen3-14b,675d7b901ded33d59eb2c94f,hle,validate_csv,0
qwen3-4b,675ef5df23d39f499ea5e87a,hle,validate_csv,0
qwen3-max,675d7b901ded33d59eb2c94f,hle,validate_csv,0
qwen3.5-plus,6761a307c12ca815b1c97374,hle,validate_csv,1
gemini-3.1-pro-preview-thinking-medium,6761a307c12ca815b1c97374,hle,validate_csv,1
qwen/qwen2.5-7b-instruct-turbo,6761a307c12ca815b1c97374,hle,validate_csv,0
qwen3-max,676625d01ac4d6b20625ea51,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6761a307c12ca815b1c97374,hle,validate_csv,0
openai/gpt-4o-2024-05-13,6761a307c12ca815b1c97374,hle,validate_csv,0
openai/o3-mini-2025-01-31,6761a307c12ca815b1c97374,hle,validate_csv,1
openai/gpt-4o-2024-08-06,676625d01ac4d6b20625ea51,hle,validate_csv,0
qwen3-8b,6761a307c12ca815b1c97374,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,6761a307c12ca815b1c97374,hle,validate_csv,0
gpt-5.2,676625d01ac4d6b20625ea51,hle,validate_csv,0
qwen3-14b,676625d01ac4d6b20625ea51,hle,validate_csv,0
qwen3-4b,6761a307c12ca815b1c97374,hle,validate_csv,0
gpt-4.1,6761a307c12ca815b1c97374,hle,validate_csv,0
openai/gpt-4o-2024-08-06,6761a307c12ca815b1c97374,hle,validate_csv,0
qwen3-32b,6761a307c12ca815b1c97374,hle,validate_csv,0
gemini-2.5-pro-nothinking,676625d01ac4d6b20625ea51,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,676625d01ac4d6b20625ea51,hle,validate_csv,0
gemini-3.1-flash-lite-preview,676625d01ac4d6b20625ea51,hle,validate_csv,0
qwen3-4b,676625d01ac4d6b20625ea51,hle,validate_csv,0
openai/o3-mini-2025-01-31,676625d01ac4d6b20625ea51,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,676625d01ac4d6b20625ea51,hle,validate_csv,1
qwen3.5-plus,676625d01ac4d6b20625ea51,hle,validate_csv,1
qwen3-max,6761a307c12ca815b1c97374,hle,validate_csv,1
openai/gpt-4o-2024-05-13,676625d01ac4d6b20625ea51,hle,validate_csv,0
gemini-2.5-flash,676625d01ac4d6b20625ea51,hle,validate_csv,0
qwen3-30b-a3b,676625d01ac4d6b20625ea51,hle,validate_csv,0
qwen3-8b,676625d01ac4d6b20625ea51,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,676625d01ac4d6b20625ea51,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,676625d01ac4d6b20625ea51,hle,validate_csv,0
qwen3-32b,676625d01ac4d6b20625ea51,hle,validate_csv,0
gpt-4.1,676625d01ac4d6b20625ea51,hle,validate_csv,0
gemini-2.5-pro-nothinking,6761a307c12ca815b1c97374,hle,validate_csv,0
qwen3.5-plus,675bbe800b4a17d6e810b318,hle,validate_csv,1
gemini-2.5-pro-nothinking,676cc5d177aae7d3ee8caaeb,hle,validate_csv,0
qwen3-14b,676cc5d177aae7d3ee8caaeb,hle,validate_csv,0
gemini-3.1-flash-lite-preview,676cc5d177aae7d3ee8caaeb,hle,validate_csv,0
openai/gpt-4o-2024-05-13,676cc5d177aae7d3ee8caaeb,hle,validate_csv,0
openai/gpt-4o-2024-08-06,676cc5d177aae7d3ee8caaeb,hle,validate_csv,0
qwen3-32b,676cc5d177aae7d3ee8caaeb,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,676cc5d177aae7d3ee8caaeb,hle,validate_csv,0
qwen3.5-plus,676cc5d177aae7d3ee8caaeb,hle,validate_csv,1
qwen3-8b,676cc5d177aae7d3ee8caaeb,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,676cc5d177aae7d3ee8caaeb,hle,validate_csv,0
gpt-5.2,676d5eab75870eef1bf0f9bf,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,675bbe800b4a17d6e810b318,hle,validate_csv,0
openai/gpt-4o-2024-05-13,676d5eab75870eef1bf0f9bf,hle,validate_csv,0
openai/gpt-4o-2024-05-13,676df4158b07cdbcd761e9f2,hle,validate_csv,0
gpt-5.2,676df4158b07cdbcd761e9f2,hle,validate_csv,0
gemini-3.1-flash-lite-preview,676d5eab75870eef1bf0f9bf,hle,validate_csv,0
openai/o3-mini-2025-01-31,676cc5d177aae7d3ee8caaeb,hle,validate_csv,1
qwen/qwen2.5-72b-instruct-turbo,676d5eab75870eef1bf0f9bf,hle,validate_csv,0
qwen3-4b,676cc5d177aae7d3ee8caaeb,hle,validate_csv,0
qwen3-32b,676d5eab75870eef1bf0f9bf,hle,validate_csv,0
qwen3-32b,676df4158b07cdbcd761e9f2,hle,validate_csv,0
gemini-2.5-flash,676cc5d177aae7d3ee8caaeb,hle,validate_csv,0
qwen3-30b-a3b,676df4158b07cdbcd761e9f2,hle,validate_csv,0
openai/o3-mini-2025-01-31,676d5eab75870eef1bf0f9bf,hle,validate_csv,0
gpt-4.1,676df4158b07cdbcd761e9f2,hle,validate_csv,0
qwen3-4b,676d5eab75870eef1bf0f9bf,hle,validate_csv,0
qwen3-30b-a3b,676d5eab75870eef1bf0f9bf,hle,validate_csv,0
openai/gpt-4o-2024-08-06,676d5eab75870eef1bf0f9bf,hle,validate_csv,0
gemini-2.5-flash,676d5eab75870eef1bf0f9bf,hle,validate_csv,0
